Rotational speed [rpm],Process temperature [K],Torque [Nm],Tool wear [min]
1521,307.4,37.9,27
1472,307.4,43.9,30
1695,307.5,30.0,33
1607,307.5,33.6,38
1347,307.5,54.8,43
1540,307.4,38.7,45
1389,307.4,42.7,48
1734,307.5,27.0,50
1540,307.6,38.6,53
1515,307.5,42.1,55
1504,307.4,45.8,58
1557,307.5,35.1,60
1292,307.4,52.5,62
1432,307.4,49.2,64
1350,307.4,55.6,69
1790,307.4,25.8,72
1540,307.3,37.4,75
2077,307.3,19.1,80
1487,307.3,37.5,83
1523,307.4,40.7,85
1443,307.5,41.8,87
1340,307.5,59.1,89
1654,307.7,31.0,91
1459,307.6,40.2,96
1541,307.6,38.5,98
1375,307.8,51.4,108
1706,307.9,30.8,111
1672,307.8,32.4,113
1843,307.9,25.2,116
1690,307.9,29.6,119
1413,307.9,46.5,121
1489,307.9,33.4,123
1271,307.9,61.4,125
1418,307.9,47.9,127
1426,307.8,50.7,130
1535,307.9,39.2,133
1557,307.8,38.1,135
1653,307.8,29.7,137
1435,307.9,41.6,139
1569,307.9,33.3,141
1385,307.9,44.8,144
1635,307.9,31.6,147
1423,307.9,43.9,149
1479,307.9,39.2,151
1553,307.8,33.3,155
1529,307.9,42.2,157
1690,308.0,25.6,159
1348,308.0,58.0,162
1446,308.1,38.5,164
1456,307.9,50.0,166
1350,307.9,47.7,168
1507,307.9,38.3,170
1448,307.9,45.6,172
1626,307.9,29.9,177
1846,307.9,27.3,179
1404,307.8,40.7,184
1583,307.8,37.2,189
1436,307.9,47.7,191
1609,307.8,35.6,193
1834,307.7,23.8,195
1367,307.9,47.1,204
1754,308.1,30.3,206
1487,308.1,34.6,208
1506,308.1,37.7,210
1584,308.1,36.8,215
1355,308.1,43.7,217
1823,308.1,24.3,219
1517,308.1,41.4,222
1446,308.1,36.6,227
1559,308.0,38.8,229
1352,308.1,44.4,0
1578,308.3,37.8,3
1429,308.3,42.0,6
1604,308.3,39.4,9
1398,308.5,60.4,12
1441,308.4,43.4,14
1531,308.4,35.6,16
1379,308.3,52.1,21
1410,308.3,48.1,23
1513,308.4,40.5,25
1497,308.5,47.5,27
1491,308.4,46.5,29
1417,308.4,47.8,31
1522,308.6,38.0,33
1339,308.4,52.1,36
1794,308.3,27.5,38
1460,308.4,42.1,41
1776,308.3,28.0,43
1431,308.3,43.7,46
1347,308.2,50.8,49
1507,308.1,43.1,51
1408,308.0,47.9,54
1493,307.9,34.7,57
1441,307.9,47.6,60
1557,307.9,36.5,63
1979,307.9,20.4,68
1430,308.0,55.9,71
1658,308.0,41.0,74
1355,308.1,51.4,76
1410,308.1,47.6,79
1521,308.0,34.5,84
1371,308.0,54.5,86
1318,308.0,53.5,88
1573,308.1,34.9,93
1489,308.1,44.1,96
2540,308.1,13.3,98
1537,308.1,39.0,103
1416,308.0,46.9,105
1359,307.9,56.5,110
1551,307.8,38.9,112
1694,307.8,33.0,115
1709,307.9,28.4,118
1514,308.0,41.0,120
1455,308.1,43.5,122
1702,308.2,30.7,124
1357,308.1,41.8,127
1577,308.2,29.4,130
1399,308.3,46.4,132
1399,308.3,59.0,135
1492,308.3,48.1,137
1763,308.3,25.7,139
1492,308.3,41.5,141
1488,308.4,42.5,146
1422,308.4,42.1,148
1583,308.4,38.2,150
1304,308.4,53.5,153
1880,308.4,23.5,155
1604,308.5,40.7,158
1500,308.6,37.1,161
1364,308.5,55.6,163
2440,308.5,14.0,166
1654,308.4,31.4,171
1359,308.4,46.6,176
1502,308.4,37.3,181
1615,308.4,32.6,184
1482,308.5,39.3,187
1636,308.6,31.3,192
1621,308.5,32.4,194
1468,308.4,44.4,197
1432,308.4,53.4,199
1726,308.4,28.4,202
1588,308.4,33.4,204
1653,308.5,33.3,207
1513,308.5,42.9,212
1489,308.6,40.2,214
1467,308.7,36.8,216
1549,308.7,36.1,218
1359,308.8,48.7,220
1533,308.8,41.5,223
1309,308.8,57.3,0
1430,308.8,49.4,2
1419,308.9,50.7,7
1535,308.9,37.7,12
1466,308.9,43.0,15
1427,308.9,50.4,17
1280,308.9,48.5,19
1528,309.0,33.8,22
1885,309.0,25.2,24
1648,309.2,33.0,29
1400,309.2,56.9,34
2243,309.3,15.7,36
1558,309.4,35.7,39
1633,309.6,34.8,41
1549,309.6,38.7,43
1496,309.5,45.8,46
1467,309.5,41.8,48
1276,309.4,65.9,50
1490,309.4,40.5,53
1562,309.4,38.1,58
1397,309.4,48.2,63
1530,309.5,40.2,65
1362,309.4,47.6,70
1693,309.4,34.4,73
1408,309.4,46.5,76
1398,309.4,52.9,79
1531,309.6,40.1,81
1521,309.5,37.1,84
1427,309.5,54.3,89
1546,309.4,36.1,94
1356,309.4,45.4,96
1492,309.6,41.7,100
1582,309.6,40.3,103
1419,309.6,41.5,105
1441,309.6,48.2,107
1635,309.7,32.2,110
1429,309.7,45.8,113
1675,309.7,28.4,115
1868,309.7,23.8,118
1582,309.8,33.4,121
1486,309.9,40.3,126
1402,309.8,54.3,128
1621,309.9,34.1,130
1428,309.9,42.4,132
1343,309.8,53.6,134
1458,309.9,40.2,137
1322,309.8,57.0,140
1483,309.9,32.8,142
1505,309.8,45.7,144
1593,309.9,42.5,146
2098,310.0,19.6,148
1672,310.0,30.4,150
1487,310.0,41.4,152
1423,310.0,42.1,154
1750,310.1,25.0,156
1654,310.2,31.1,158
1498,310.2,50.2,160
1587,310.1,30.2,162
1473,310.1,42.6,164
1359,310.2,56.9,166
1635,310.3,34.5,168
1520,310.3,45.0,171
1507,310.3,36.7,173
1428,310.3,46.3,175
1582,310.3,33.3,177
1929,310.3,24.4,180
1540,310.3,38.1,182
1362,310.2,53.0,185
1452,310.1,49.9,187
1361,310.1,51.7,192
1567,310.1,36.8,197
1411,310.2,46.5,202
1814,310.2,26.8,204
1719,310.1,28.8,206
1663,310.2,30.4,209
1696,310.2,30.2,214
1771,310.2,26.8,216
1868,310.3,24.0,221
1558,310.3,35.4,223
1583,310.3,32.6,230
1613,310.2,36.0,0
1721,310.1,27.2,5
1668,310.2,31.5,7
1569,310.2,36.3,10
1328,310.2,50.5,12
1596,310.1,33.0,15
1676,310.2,32.7,18
1809,310.1,28.9,20
1804,310.0,26.1,22
1533,310.1,33.9,24
1717,310.2,27.3,26
1363,310.2,45.5,28
1402,310.2,45.9,30
1436,310.2,47.5,32
1525,310.2,43.7,34
1598,310.2,33.3,36
1444,310.1,48.1,39
1334,310.0,48.0,42
1681,310.0,35.5,44
1593,309.9,37.4,47
1461,309.9,45.7,49
1693,310.1,31.9,51
1404,310.2,50.3,54
1707,310.2,27.6,56
1458,310.1,41.9,61
1517,310.0,41.2,64
1433,310.1,54.6,66
1566,310.2,33.1,68
1676,310.1,33.5,70
1368,310.1,56.8,72
1581,310.2,37.5,75
1708,310.3,27.1,78
1481,310.3,41.5,83
1451,310.3,40.0,86
1495,310.3,38.7,88
1573,310.3,41.8,91
1366,310.3,59.0,94
1553,310.3,36.8,97
1528,310.3,37.1,99
1527,310.2,31.2,102
1461,310.2,46.7,105
1455,310.2,44.9,107
1620,310.1,34.8,112
1786,310.1,27.7,114
1583,310.2,35.7,116
1653,310.1,30.3,119
1331,310.2,49.0,121
1484,310.3,43.8,124
1603,310.2,36.1,126
1445,310.2,40.0,129
1823,310.1,26.1,131
1491,310.1,45.3,133
1533,310.2,42.8,138
1409,310.2,54.8,140
1494,310.3,46.6,144
1594,310.4,33.3,147
1527,310.4,44.0,149
1452,310.4,39.7,151
1483,310.3,39.2,153
1569,310.2,38.2,155
1472,310.3,46.6,157
1533,310.2,43.5,159
1366,310.1,62.7,161
1532,310.2,37.7,166
1313,310.1,56.8,171
1372,310.2,48.0,174
1555,310.1,40.6,176
1394,310.1,42.7,179
1442,310.1,48.0,181
1564,310.0,33.8,183
1452,310.0,48.9,185
1466,310.1,42.5,187
1469,310.1,53.2,189
1944,310.1,23.4,192
1415,309.9,53.2,194
1528,309.8,36.7,197
1570,309.8,42.1,200
1617,309.9,33.0,203
2083,309.9,18.2,205
1541,309.9,38.5,208
1320,309.9,47.4,210
1495,309.9,35.2,214
1589,309.8,31.8,217
1530,309.8,35.5,0
1539,309.8,33.4,2
1462,309.7,46.8,4
1356,309.7,54.0,6
1622,309.7,34.6,8
1394,309.8,40.3,11
1568,309.9,33.7,13
1456,310.0,43.8,15
1378,310.0,49.3,18
1404,309.9,41.4,20
1437,309.8,42.8,23
1363,309.8,44.0,25
1377,309.8,49.6,27
1526,309.9,42.1,30
1510,309.8,44.2,35
1482,309.9,39.1,45
1534,309.8,37.0,47
1741,309.9,27.7,50
1550,309.9,38.8,53
1486,310.0,38.5,55
1602,310.1,38.2,58
1477,310.2,37.9,60
1618,310.1,29.2,62
1628,310.2,35.8,64
1662,310.3,33.6,67
1657,310.3,31.0,70
1677,310.4,30.8,73
1447,310.3,39.9,78
1831,310.4,25.4,81
1584,310.3,34.4,83
1450,310.4,40.9,85
1428,310.4,46.9,87
1382,310.4,53.0,89
1501,310.3,43.0,91
1475,310.3,42.4,93
1364,310.3,54.0,95
1472,310.3,36.1,97
1437,310.3,47.8,99
1491,310.2,45.1,101
1706,310.2,27.6,103
1607,310.1,39.5,105
1412,310.0,46.3,107
1546,309.8,40.9,109
1365,309.8,50.5,111
1544,309.8,30.2,113
1419,309.8,44.9,115
1497,309.8,41.6,118
1437,309.7,42.6,120
1421,309.6,53.6,122
1438,309.6,44.5,124
1315,309.5,48.9,127
1366,309.5,61.9,130
1519,309.5,35.4,133
1692,309.5,28.3,136
1570,309.4,35.6,138
1568,309.4,35.8,140
1355,309.3,43.8,142
2056,309.3,18.7,144
1332,309.2,60.2,147
1448,309.1,52.5,150
1578,308.9,35.6,153
1562,309.0,39.2,155
1976,309.0,19.3,158
1524,309.2,34.6,161
1429,309.1,48.5,164
1568,309.1,36.3,166
1723,309.0,26.6,168
1341,309.0,43.8,171
1353,308.9,46.2,173
1496,308.8,44.9,179
1377,308.7,48.5,181
1383,308.5,44.6,184
1629,308.7,34.3,191
1790,308.8,27.2,193
2206,308.8,16.3,195
2101,308.7,17.4,198
1436,308.7,48.2,201
1462,308.7,48.2,204
1771,308.7,26.2,206
1506,308.7,47.0,208
1626,308.7,36.7,210
1610,308.8,33.7,212
1376,308.6,55.7,214
1507,308.6,37.3,217
1547,308.7,38.9,0
1642,308.7,30.3,3
1503,308.7,36.3,5
1568,308.7,32.9,10
1628,308.8,37.6,12
1614,308.9,35.5,15
1278,308.9,54.0,18
1408,308.9,38.8,20
1371,309.0,55.7,23
1512,308.9,38.5,28
1472,309.1,40.1,31
1585,308.9,34.3,33
1562,309.0,37.7,36
1519,309.0,36.9,41
1601,309.0,35.8,43
2449,309.0,13.8,45
1787,309.0,27.6,47
1425,309.1,44.5,49
1559,309.0,34.0,54
1557,309.0,36.0,56
1497,309.0,40.5,58
1438,309.0,41.4,60
1417,308.9,39.2,65
1339,308.9,51.4,68
1757,308.8,29.1,71
1581,308.8,36.1,73
1326,308.9,54.4,75
1467,309.1,39.6,78
1798,309.1,29.6,81
1449,309.2,46.4,83
1525,309.1,39.3,86
2304,309.0,15.1,89
1379,308.9,54.7,91
1628,308.9,34.9,93
1474,309.0,52.7,95
1544,309.0,38.8,97
1391,308.9,48.4,100
1348,308.9,55.5,102
1349,308.8,52.1,104
1706,308.9,29.5,107
1638,308.9,32.4,109
1458,308.8,40.1,111
1781,308.9,27.8,113
1332,308.8,59.1,115
1584,308.7,31.7,117
1491,308.6,42.0,120
1398,308.5,47.1,122
1585,308.4,30.6,127
1476,308.3,43.5,129
1458,308.3,41.8,132
1510,308.4,39.9,134
1388,308.4,53.8,137
2216,308.3,16.8,139
1402,308.3,51.0,141
2090,308.2,19.0,143
1459,308.2,42.1,146
1403,308.1,44.8,148
1521,308.2,39.3,151
1407,308.2,47.1,153
1654,308.2,35.3,155
1452,308.4,43.5,158
1528,308.4,37.3,160
1230,308.3,59.6,162
1466,308.2,42.4,164
1478,308.2,50.1,166
2057,308.3,18.0,168
1490,308.4,41.7,170
1484,308.4,43.4,172
1593,308.4,37.0,174
1444,308.3,43.8,176
1444,308.4,47.5,178
1560,308.3,33.0,181
1530,308.3,42.0,184
1639,308.3,33.3,191
1400,308.3,48.7,194
1486,308.4,44.2,196
1448,308.3,43.3,199
1688,308.3,32.0,202
1453,308.3,41.5,204
1497,308.4,37.7,207
1355,308.4,49.4,209
1592,308.4,38.2,211
1544,308.3,34.7,213
1373,308.2,51.2,215
1877,308.1,24.3,0
1531,308.1,40.8,2
1501,308.0,36.7,4
1490,308.0,46.2,6
1543,307.8,43.7,8
1597,307.8,38.2,11
1600,307.9,33.5,13
1622,307.8,32.1,18
1452,307.8,39.8,21
1396,307.8,42.5,23
1505,307.7,39.7,25
1412,307.8,48.3,27
1393,307.7,38.0,29
1581,307.7,34.9,31
1573,307.8,37.9,33
1726,307.9,27.3,35
1540,307.9,39.8,38
1296,308.0,62.9,41
1802,307.9,25.8,43
1447,307.9,48.6,46
1662,307.8,30.7,48
1563,307.8,34.3,53
1286,307.8,59.5,55
1590,307.7,34.6,57
1492,307.7,43.7,59
1844,307.6,21.9,61
1538,307.6,38.3,63
1921,307.6,22.9,68
1310,307.8,57.9,70
1365,307.8,46.9,73
1303,307.8,59.3,75
1499,307.8,37.5,78
1451,307.8,38.2,80
1336,307.9,54.4,82
1412,307.9,44.5,85
1433,308.0,39.2,87
1426,307.9,43.6,89
1476,307.9,45.2,91
1406,307.9,58.5,93
1383,307.8,56.5,98
1505,307.8,37.3,100
1665,307.8,33.9,102
1397,307.8,45.0,104
1450,307.8,43.5,106
1567,307.8,36.4,109
1555,308.0,37.0,111
1588,307.8,35.4,114
1453,307.8,37.7,119
1622,307.8,33.3,121
1538,307.8,38.5,123
1527,307.7,42.8,125
1761,307.8,28.9,128
1373,307.8,50.2,130
1482,307.9,37.8,132
1417,307.9,51.0,137
1414,307.8,51.7,140
1635,307.8,34.0,142
1386,307.8,57.3,147
1379,308.1,62.3,149
1577,308.0,35.9,151
1532,308.1,42.5,154
1374,308.0,48.8,156
1570,308.0,35.3,159
1697,308.0,31.0,164
1499,308.0,44.1,166
1411,308.0,47.2,168
1462,307.9,45.5,171
1759,307.9,28.6,176
1535,308.0,38.0,179
1491,307.9,39.7,181
1551,307.9,36.0,186
1769,307.9,27.2,188
1551,307.9,34.1,190
1544,307.9,31.4,192
1528,307.8,31.1,194
1614,307.9,35.8,196
1432,307.8,49.8,198
1384,307.8,43.7,200
1540,307.8,37.8,203
1407,307.7,43.9,205
1418,307.6,43.0,207
1647,307.5,30.8,212
1644,307.5,32.8,215
1792,307.5,27.9,217
1610,307.4,34.6,219
1804,307.3,26.0,222
1403,307.4,52.8,0
1438,307.3,44.5,3
1824,307.3,26.3,5
1663,307.3,28.7,7
1502,307.3,36.7,12
1606,307.4,35.5,14
1561,307.5,37.7,16
1435,307.4,42.9,18
1602,307.5,38.3,21
1764,307.6,27.7,23
1683,307.5,27.8,26
1618,307.5,35.2,31
1509,307.6,41.6,33
1550,307.6,39.0,35
1519,307.6,44.0,37
1481,307.6,38.0,40
1289,307.7,48.3,42
1844,307.6,23.8,44
1479,307.7,42.5,47
1430,307.7,47.3,49
1636,307.8,36.7,51
1503,307.8,44.7,54
1608,307.8,32.6,57
1521,307.8,42.9,60
1439,307.8,41.6,62
1627,307.8,31.5,64
1749,307.8,26.1,66
1530,307.8,35.9,68
1355,307.8,51.3,70
1551,307.9,33.8,72
1515,307.8,46.7,74
1388,307.8,48.6,76
1585,307.8,34.6,78
1523,307.7,37.7,80
1369,307.6,54.5,82
1681,307.7,31.0,84
1503,307.7,38.3,87
1459,307.7,44.5,89
1688,307.7,32.4,91
1952,307.7,21.6,93
2029,307.8,19.9,96
1457,307.8,52.5,98
1392,307.8,50.4,101
1906,307.8,22.1,104
1602,307.7,33.4,106
1465,307.7,49.4,109
1439,307.7,43.8,111
1330,307.8,55.4,114
1485,307.9,42.0,117
1700,307.9,28.2,120
1515,308.0,42.8,125
1501,308.1,39.2,127
1380,308.0,47.6,130
1544,307.9,35.9,132
1743,307.9,27.3,134
1948,307.9,21.4,136
1260,307.9,54.2,141
1640,307.9,33.1,146
1363,308.0,49.2,149
1379,308.0,49.6,152
1713,308.0,25.8,154
1461,308.0,51.9,157
1624,308.0,29.8,160
1526,308.0,41.1,162
2381,307.9,14.2,164
1626,307.7,31.1,166
1576,307.7,33.8,171
1617,307.8,31.6,173
1942,307.6,20.6,176
1492,307.6,37.2,178
1470,307.5,51.3,180
1463,307.4,46.5,182
1424,307.3,46.5,185
1363,307.4,60.1,187
1335,307.4,56.2,190
1608,307.4,33.9,193
1606,307.4,35.2,195
1684,307.5,33.1,200
1950,307.6,20.3,202
1460,307.6,48.6,204
1318,307.6,55.7,0
1368,307.6,51.8,5
1717,307.7,27.1,7
1520,307.7,41.4,10
1485,307.8,42.0,13
1981,307.9,23.2,16
1605,307.9,31.0,18
1446,307.9,45.3,23
1508,308.0,47.9,25
1384,308.0,59.5,27
1519,308.0,37.3,29
1404,308.0,48.1,32
1564,308.1,31.1,34
1555,308.2,36.8,36
1325,308.2,54.0,41
1488,308.2,44.0,43
1595,308.2,32.3,46
1662,308.1,28.6,48
1571,308.0,37.4,50
1553,308.0,41.0,52
1538,308.0,38.2,59
1618,308.2,33.0,61
1364,308.2,45.9,63
1442,308.0,47.3,65
1847,307.9,23.6,69
1524,307.8,40.8,71
1445,307.7,48.0,73
1761,307.8,28.2,76
1514,307.8,43.5,78
1498,307.7,38.3,81
1542,307.6,37.1,84
1508,307.6,41.8,89
1431,307.5,52.9,92
1427,307.5,45.1,95
1524,307.5,36.3,98
1427,307.5,43.6,101
1496,307.6,44.1,104
1388,307.7,40.3,109
1495,307.7,48.1,111
1376,307.7,56.2,113
1593,307.6,32.2,118
1654,307.6,28.9,123
1767,307.7,27.0,127
1364,307.6,53.8,129
1569,307.8,31.2,131
1476,307.8,36.8,134
1479,307.7,45.0,136
1650,307.7,34.1,138
1565,307.6,36.3,140
1460,307.6,46.5,143
1664,307.7,27.6,145
1435,307.7,40.9,147
2066,307.6,19.2,150
1493,307.5,43.7,153
1354,307.6,43.3,155
1488,307.6,39.4,157
1414,307.7,48.7,159
1391,307.5,57.4,161
1784,307.5,27.8,163
1516,307.3,40.1,166
1420,307.3,47.8,171
1351,307.2,56.3,174
1880,307.2,23.0,176
1859,307.3,24.0,178
1315,307.3,54.0,180
1330,307.4,51.7,183
1498,307.2,38.1,188
1555,307.3,35.8,190
1518,307.2,35.8,195
1392,307.2,43.0,197
1456,307.2,39.6,199
1715,307.1,30.2,0
1405,307.2,43.7,2
1668,307.2,37.8,5
1855,307.1,22.5,7
1496,307.1,39.2,12
1471,307.1,44.9,14
1444,307.2,40.0,17
1514,307.3,38.6,19
1412,307.3,50.7,24
1429,307.2,44.1,26
1668,307.2,32.7,31
1372,307.2,52.8,33
1365,307.3,49.2,36
1526,307.1,39.1,39
1486,307.2,40.6,42
1470,307.2,42.6,44
1249,307.3,62.8,47
1752,307.4,26.1,52
1643,307.4,36.5,55
1488,307.4,36.1,57
1355,307.4,45.8,60
1607,307.6,30.3,62
1609,307.6,30.3,64
1517,307.7,44.4,67
1517,307.7,39.5,69
1546,307.7,37.6,72
1567,307.7,34.7,74
1662,307.9,28.9,76
1502,307.9,41.8,79
1361,308.0,56.9,81
1630,308.1,32.7,83
1486,308.0,42.3,86
1840,308.1,21.5,88
1326,308.1,58.4,90
1367,308.1,57.8,92
1598,308.1,32.7,94
1363,308.0,50.1,96
1242,308.0,62.0,98
1566,307.8,33.8,100
1424,307.7,47.7,103
1608,307.7,33.8,106
1705,307.7,29.1,109
1548,307.6,45.8,111
1581,307.6,43.4,113
1472,307.6,46.7,116
1792,307.6,26.0,119
1683,307.6,32.8,122
1503,307.6,40.7,124
1642,307.5,32.4,126
1902,307.4,24.3,129
1432,307.4,40.2,132
1512,307.4,40.8,137
1764,307.4,29.0,139
1438,307.4,43.6,141
1631,307.5,29.9,144
1880,307.5,23.3,146
1344,307.6,54.3,151
1574,307.5,35.8,153
1418,307.4,41.2,155
1372,307.5,54.1,157
1388,307.5,40.0,159
1493,307.6,36.0,161
1505,307.6,40.1,166
1694,307.6,29.1,169
1968,307.6,20.4,171
1569,307.6,35.6,173
1687,307.6,29.1,176
1430,307.6,52.4,178
1504,307.6,42.4,180
1977,307.6,20.2,182
1435,307.7,45.6,184
1547,307.7,36.8,186
1316,307.8,57.2,191
1621,307.7,34.9,194
1492,307.8,40.2,197
1643,307.7,32.3,200
1492,307.7,38.7,202
1387,307.7,50.8,204
1463,307.9,47.3,206
1496,307.9,40.0,0
1658,308.0,30.0,3
2161,307.9,17.5,5
1665,307.9,32.0,7
1716,307.8,26.6,9
1529,307.7,34.1,11
1353,307.7,50.7,13
1537,307.7,37.7,15
1606,307.7,30.8,17
1314,307.8,47.8,19
1623,307.8,29.9,24
1483,307.8,50.9,26
1569,307.9,37.0,29
1969,308.0,21.7,32
1686,308.0,29.3,35
1638,308.0,35.1,38
1698,307.9,33.3,40
1377,307.9,55.1,42
2129,308.0,18.4,45
1411,308.0,42.4,48
1517,307.9,40.8,50
1303,307.9,53.9,52
1578,307.9,35.6,55
1425,307.9,58.2,57
1456,308.0,42.4,59
1704,308.0,30.9,61
1791,308.1,27.3,63
1616,308.1,32.8,65
1622,308.1,34.9,67
1462,308.1,49.9,69
1410,308.1,45.8,71
1543,308.0,41.9,73
1479,307.9,47.6,76
1839,307.8,22.7,79
1266,307.8,60.5,81
1593,307.7,34.9,83
1459,307.8,46.9,85
1308,307.7,55.2,87
1364,307.7,46.8,89
1618,307.7,35.9,92
1464,307.7,43.2,97
1352,307.6,49.4,102
1446,307.6,51.4,105
1448,307.5,51.2,107
1391,307.5,48.6,109
1379,307.5,43.3,111
1405,307.5,46.9,113
1581,307.5,33.1,116
1515,307.6,40.5,118
1589,307.6,37.8,120
1281,307.6,50.8,122
1631,307.5,31.3,124
1202,307.6,67.0,129
1298,307.6,52.7,132
1612,307.6,30.7,134
1747,307.6,25.3,136
1450,307.6,48.7,138
1422,307.7,45.6,140
1419,307.7,47.4,142
1633,307.7,30.7,145
1442,307.7,43.6,148
1420,307.6,45.8,150
1301,307.6,58.5,155
1385,307.6,45.0,158
1487,307.7,41.3,160
1459,307.6,44.4,163
1387,307.5,45.5,166
1537,307.7,40.8,169
1498,307.6,42.9,171
1599,307.8,31.2,173
1420,307.9,39.2,176
1785,307.9,23.4,181
1423,307.8,48.1,183
1583,307.8,36.6,185
1375,307.8,46.6,188
1463,308.0,42.5,190
1403,307.9,45.1,193
1451,308.0,47.1,196
1672,308.1,41.3,0
1637,308.0,30.8,2
1540,308.0,37.8,7
1279,308.1,53.1,9
1604,308.2,34.9,11
1654,308.2,27.1,13
1564,308.2,37.5,15
1451,308.2,47.5,18
1504,308.3,38.0,20
1381,308.3,50.5,22
1562,308.4,34.4,25
1811,308.3,24.7,27
1717,308.3,28.7,29
1278,308.3,60.5,32
1616,308.5,30.2,34
1397,308.4,46.4,36
1485,308.4,42.9,38
1310,308.4,59.7,40
1458,308.3,44.0,44
1483,308.5,42.5,46
1375,308.5,46.4,48
1660,308.5,27.0,50
1560,308.4,33.3,53
1480,308.5,42.2,58
1373,308.4,46.9,60
1444,308.5,54.2,62
1722,308.6,24.7,64
1469,308.5,39.9,67
1360,308.5,52.9,69
1750,308.4,25.8,72
1349,308.3,46.6,74
1668,308.5,35.2,77
1400,308.6,49.5,79
1331,308.6,62.8,81
1444,308.5,42.2,83
1359,308.5,47.6,85
1425,308.5,47.4,90
1469,308.6,34.2,93
1892,308.7,22.8,96
1940,308.7,19.9,98
1405,308.8,55.2,103
1449,308.9,39.6,105
1686,308.9,29.6,108
1680,308.9,27.2,110
1397,308.9,52.4,112
1597,309.0,30.3,115
1470,309.1,41.1,118
1703,309.1,31.3,120
1388,309.1,45.5,123
1775,309.2,24.2,125
1465,309.2,41.5,127
1586,309.2,37.9,129
1675,309.3,29.2,132
1470,309.2,44.4,135
1477,309.3,40.4,138
1382,309.3,61.0,140
1605,309.4,29.8,142
1643,309.4,32.9,145
1333,309.3,54.1,147
1520,309.3,42.3,149
1902,309.3,24.0,151
1386,309.4,44.4,154
1803,309.5,27.7,159
1359,309.6,50.7,161
1477,309.6,42.7,163
1321,309.6,53.4,166
1453,309.5,41.4,168
1419,309.6,45.1,170
1512,309.6,36.2,172
1553,309.6,36.8,174
1534,309.6,39.1,176
1553,309.6,41.0,179
1352,309.5,49.7,184
1313,309.6,60.0,186
1570,309.5,35.5,189
1677,309.4,31.1,191
1602,309.4,31.5,193
1544,309.3,36.0,197
1701,309.4,31.2,199
1692,309.3,28.4,201
1523,309.3,37.9,204
2280,309.2,15.4,207
1485,309.3,47.1,209
1513,309.2,36.1,212
1743,309.3,28.2,0
1442,309.3,46.2,5
1462,309.3,46.7,7
1439,309.3,49.7,9
1577,309.3,36.6,14
1331,309.4,46.4,16
1941,309.3,22.5,18
1393,309.2,47.3,20
1433,309.2,42.1,22
1444,309.2,48.2,24
1564,309.2,39.0,26
1377,309.3,43.6,28
1525,309.3,41.5,30
1387,309.4,56.2,32
1326,309.4,47.5,35
1401,309.3,59.0,38
1596,309.3,31.8,40
1471,309.3,46.0,42
1528,309.3,37.8,45
1325,309.3,62.0,47
1376,309.1,46.7,49
1600,309.1,35.3,52
1495,309.1,44.0,55
1645,309.1,28.6,57
1417,309.1,47.3,59
1415,309.0,51.7,62
1496,309.0,43.4,67
1508,309.0,35.0,70
1436,309.0,47.9,75
1852,309.1,22.6,77
1863,309.1,22.5,79
1373,309.1,44.1,81
1404,309.0,47.3,86
1381,309.0,44.9,88
1762,308.9,29.3,91
1429,308.9,43.0,96
1858,308.9,24.7,101
1908,308.8,21.3,104
1503,308.8,37.4,109
1523,308.8,38.9,112
1491,309.0,38.4,115
1430,308.9,39.1,117
1449,309.0,46.5,121
1425,309.0,40.6,123
1800,309.0,24.3,128
1607,309.0,33.7,130
1391,309.0,58.2,135
1432,309.1,45.4,137
1660,309.0,28.4,139
1732,309.0,29.7,141
1473,309.0,46.3,146
1511,309.0,47.8,148
1588,308.9,41.5,150
1623,308.9,31.1,152
1734,309.0,30.6,154
1415,309.0,47.6,156
1419,309.0,46.6,158
1577,308.9,34.9,160
1376,308.9,60.3,163
1442,308.8,49.0,165
1451,308.9,40.5,168
1550,308.8,45.8,170
1647,308.8,32.9,172
1550,308.9,33.7,174
1583,308.9,34.1,176
1613,309.0,32.2,178
1636,308.8,35.5,180
1289,308.7,51.5,185
1648,308.8,28.4,188
1397,308.8,45.4,191
1767,308.9,24.8,196
1341,308.8,47.7,199
1457,308.9,41.5,201
1939,309.0,19.8,204
1399,309.0,49.7,207
1602,309.0,31.3,210
1507,309.0,41.0,213
1464,309.1,40.5,215
1336,309.1,42.1,217
1422,309.2,39.8,219
1540,309.2,36.7,221
1476,309.1,47.8,223
1588,309.1,41.3,0
1420,309.1,49.5,5
1415,309.1,49.2,8
1500,309.1,43.3,10
1502,309.1,44.6,13
1816,309.2,23.0,15
1495,309.2,41.6,17
1572,309.2,33.4,20
1590,309.2,35.9,22
1387,309.3,48.3,25
1393,309.2,47.7,28
1602,309.2,37.3,31
1601,309.2,33.3,33
1597,309.2,36.3,35
1548,309.1,44.3,40
1314,309.2,61.8,45
1577,309.3,39.8,48
1475,309.4,43.4,51
1630,309.4,32.4,53
1445,309.4,42.9,55
1439,309.4,47.4,57
1420,309.3,44.1,60
1554,309.2,41.6,62
1471,309.1,44.3,67
1648,309.0,33.6,70
1472,309.0,48.8,72
1448,308.9,42.9,74
1568,308.9,35.3,77
1613,308.9,30.8,80
1551,308.9,35.4,82
1412,309.0,49.2,85
1478,308.9,41.0,87
1268,309.1,58.0,90
1546,309.1,35.6,93
